        1.00        0.00        0.00        0.00      113.92      135.08
        1.00        0.00        0.00        0.00       90.72      108.28
        2.00        0.00        0.00        0.00      150.00      148.00
        2.00        0.00        0.00        0.00      124.14      150.00
        2.00        0.00        0.00        0.00      145.97      150.00
