      100.00        0.00        0.00        0.00       35.00       35.00
       60.00        0.00        0.00        0.00       21.00       21.00
      120.00        0.00        0.00        0.00       90.00       78.00
      140.00        0.00        0.00        0.00       60.30       90.14
      130.00        0.00        0.00        0.00       57.70       85.00
