      100.00        0.00        0.00      100.00       80.00       75.00      100.00       65.00       35.00
       60.00        0.00        0.00       60.00       48.00       45.00       60.00       39.00       21.00
      120.00        0.00        0.00      120.00       96.00       90.00      120.00       78.00       42.00
      140.00        0.00        0.00      140.00      112.00      105.00      140.00       91.00       49.00
      130.00        0.00        0.00      130.00      104.00       98.00      130.00       85.00       46.00
